reef_name,reef_id,year,survival_rate_Tabular_Acropora,survival_rate_Corymbose_Acropora,survival_rate_Corymbose_non_Acropora,survival_rate_Small_Massives,survival_rate_Large_Massives
Pompey Reef No.2,20351102104,2006,0.187847808734915,0.5161323080313792,0.33412596154016805,0.6897303413733524,0.7776025650179397
Pompey Reef No.2,20351102104,2014,0.09975746955979575,0.3741967420895353,0.08385736285673852,1.1381046226226925,1.6498996679909363
Rebe Reef,19209100104,2005,0.1853411102020322,0.5642022419701528,0.21092488808445872,0.6329811740117496,1.0403958310829762
Rebe Reef,19209100104,2009,0.0,0.18330619781345417,0.16151141153343138,1.0692294724139,0.3571627997101739
Reef 19-131,19131101104,2007,0.8097147845021373,1.0082488201730775,1.1419880140003715,0.8255023921936208,0.8613699131109045
Reef 19-131,19131101104,2017,0.26923367270443416,0.5571440096093934,0.7476874069778449,0.8284535778278925,0.6290418969509923
Reef 19-138,19138100104,2010,0.26826979438307075,0.8176636833433073,0.7957896551207845,1.2450200323640255,1.3478261461016328
Reef 19-138,19138100104,2017,0.14726638533411732,0.5138078468875663,0.397843828134612,0.7117432330962653,0.6508296169100836
Reef 20-104,20104100104,2007,0.47960550833697596,0.7873230216026196,0.48461287201531295,0.9941282537269358,1.311250972896518
Reef 20-104,20104100104,2009,1.4951048894013497,0.46492998126510054,0.9733303820917001,0.37612090217785193,0.3668091844118755
Reef 20-104,20104100104,2017,0.645680521592577,0.9384640517817012,1.0831861435826717,1.2639581308218932,1.058664165958795
Reef 20-348,20348100104,2005,0.2561890143644448,0.26124382218705655,0.8676578781662032,0.4788544833274455,0.5309814625811116
Reef 20-353,20353100104,2008,0.03319958566297543,0.197624190840544,0.09948533644702133,0.2030545131164604,0.9497819521368327
Reef 21-060,21060100104,2006,0.24859410584535596,0.3510681124942546,0.35034403053776136,1.3353023946388325,1.2407849836165614
Reef 21-060,21060100104,2012,0.5464494686956406,0.5512827733568475,0.25284046704146673,0.7174324907305394,0.508002839630657
Reef 21-062,21062100104,2008,0.3503367948342101,0.41203206537204273,NaN,1.041717319828456,1.5100715092450256
Reef 21-062,21062100104,2014,0.0,0.8145286133275899,NaN,0.7096462873900858,1.988120365608978
Reef 21-064,21064100104,2008,0.16769409518661066,0.2409468842569345,0.17698388273595433,0.639438643356815,0.4733255280196087
Reef 21-064,21064100104,2012,0.40593701986880526,0.450948779446154,0.9108496698121066,0.9385362148734223,1.507071882107293
Reef 21-064,21064100104,2016,0.0,0.46679729884699084,0.5960703378752846,0.8461816402765635,1.1693607945508258
Reef 21-139,21139100104,2008,0.23467318232874204,0.48358435739704103,0.5851334085259935,0.7036282729942304,0.5042817231266344
Reef 21-187,21187100104,2008,0.13080972831624457,0.2765061280835793,0.15511659372144668,0.41971720633945303,0.25443040237261133
Reef 21-245,21245100104,2008,0.2724727985680832,0.4419410243254356,0.2884490161215024,0.4992915189766019,0.5660728378078086
Reef 21-296,21296100104,2014,0.8028043507190221,0.7545408308675987,0.7565087247893766,0.7516973643618048,0.7987352064358129
Reef 21-529,21529100104,2009,0.04968772432798615,0.08097366221256126,0.0,1.0483856644573395,1.0269660408633494
Reef 21-550,21550100104,2008,0.051113848960044686,0.3451720495234405,0.1394119328367354,0.911714663527159,0.47725056242037645
Reef 21-558,21558100104,2008,0.469476683922263,0.4204228264497322,0.5158774009024621,0.9445068654719847,0.7421256620008637
Reef 21-558,21558100104,2014,1.2112450594600594,1.2041277035410058,1.1037981807757187,1.039115606515704,1.0003057000964952
Reef 21-558,21558100104,2018,1.7388463782597272,1.69694395006934,0.5663315109407868,0.6261239726412245,0.8190210605159551
Reef 21-591,21591100104,2008,0.430652303383083,0.5317110555319624,0.565895778547496,0.8964847832850306,0.5265207933628603
Reef 21-591,21591100104,2012,0.34028358626390537,0.5785459729587801,0.4581819481425211,0.9546381295426706,0.7473855131895443
Reef 22-084,22084100104,2008,0.11078981008668866,0.25440977464215214,0.18306487220535747,0.5977744622807518,0.5536261574864133
Reef 22-084,22084100104,2018,0.20267356316163723,0.23732813917274648,0.37395477801332094,0.5064468167443873,0.44125545875282435
Reef 22-084,22084100104,2020,0.19754571353838854,0.20036306737250087,0.30708664829092946,0.4084362191530424,0.43329371995078064
Rib Reef,18032100104,2010,0.1829952374455011,0.38832525250170324,0.2824978689012718,2.329128736078975,1.0446011009946057
Rib Reef,18032100104,2016,0.8236024671313532,0.8971052699233333,0.39867953292022595,0.9841957153495728,0.702092583150829
Rib Reef,18032100104,2017,0.17268951458779752,0.2608801561117612,0.9385476557077844,1.9094586165152174,5.031862494491161
Rib Reef,18032100104,2018,0.520075274130957,0.8089560967698851,1.022129400724228,0.9373796549463642,0.5683320333814824
Roxburgh Reef,18042100104,2010,0.0924208190714971,0.26501412288211207,0.3290942579708891,0.4052667463472264,0.4158569947291812
Slate Reef,19159100104,2007,0.08773361307345709,0.4748053584316891,0.42935991539522406,0.6368097465501106,NaN
Slate Reef,19159100104,2009,0.13909897112030126,0.6327091180658171,0.4625946534448887,0.7484043390384205,NaN
Slate Reef,19159100104,2017,1.0515190005858472,1.132158999371674,1.8945489595485439,1.490577875536995,NaN
Small Lagoon Reef,21572100104,2018,0.3528444722150171,0.4585339141544246,0.4620651849694854,0.8563699673114972,0.48153570638541465
Small Lagoon Reef,21572100104,2020,0.3246979670036185,0.3293287385140737,0.5047460084455011,0.6713302335657405,0.712187510746032
Snake Reef,22088101104,2009,0.21642842242002694,0.6869398677386117,0.5253263155654239,1.2256707566230043,0.6718474617781274
Snake Reef,22088101104,2019,0.9532270686037955,0.8992840598830275,0.445571104252679,1.1259250439708697,0.5099435093275109
Snake Reef,22088101104,2021,0.34727662000964216,0.6173933476816371,2.2982932023779794,0.6556366539149926,2.9513203290536487
St. Crispin Reef,16019100104,2011,0.24139341394231176,0.4613788533434909,0.7253914413732874,1.731122136753642,2.1377174542953874
Startle Reef East,15028100104,2011,0.12002852102669685,0.6646963710384197,0.5632736161174613,1.0242485993350476,0.4124594438860802
Startle Reef East,15028100104,2013,0.12002852102669685,0.6646963710384197,0.5632736161174613,1.0242485993350476,0.4124594438860802
Swinger Reef,15030100104,2009,0.12951813918805646,0.7172481703977825,0.6078067944954076,1.1052270870049503,0.44506904863706315
Swinger Reef,15030100104,2010,0.12951813918805646,0.7172481703977825,0.6078067944954076,1.1052270870049503,0.44506904863706315
Taylor Reef,17064100104,2010,0.6395175306935497,0.6395175306935497,0.971516667897694,0.927687836931997,0.8522613110311624
Taylor Reef,17064100104,2016,0.47376261323657015,0.47376261323657015,0.5123166648966404,0.627427239819155,0.5842394666646018
Taylor Reef,17064100104,2017,0.07624218314338549,0.07624218314338549,0.8728226024554366,2.6686816243055786,2.077847703180424
Tern Island,20309100104,2008,0.4962193520959555,0.5803569417634132,0.6117198109886743,0.7870753178058819,1.329364265269643
Tern Island,20309100104,2010,0.5366548158280675,0.7265767495193947,1.779413192824912,0.5133257142512427,0.7687263337252386
Thetford Reef,16068100104,2010,0.3073016053684106,0.4339052101488339,0.7155194399169731,1.94537479753399,1.2800136498966572
Turner Cay,21562100104,2009,0.5480353301986189,0.5480353301986189,0.6916156776284609,0.9358197039689569,0.8729057917916471
Turner Cay,21562100104,2017,0.05405950307268371,0.05405950307268371,0.20314985492568696,0.18225191559826787,0.7923969205016153
Wade Reef,21588100104,2016,0.188699889825271,0.22881027585736757,1.2630695429107515,0.7366088543154186,3.935822606106825
Wade Reef,21588100104,2018,0.5507373059235471,0.7310151833278291,1.035856612624361,0.690603763107288,0.6497276628727301
Wreck Island,23051100104,2007,0.49033803639271734,0.785241729684906,0.904801218293868,2.36566592919549,3.8434831066429096
Wreck Island,23051100104,2009,0.2998603728175055,0.5897456655560728,4.3676438917782745,1.2059184720663603,1.1433468590690807
Yonge Reef,14138100104,2013,0.7174982596823176,0.7246295250652449,1.0035368743784059,1.1563154424499573,0.992080958542682
Yonge Reef,14138100104,2015,0.3210281597978341,0.3618877431524619,1.8599045988746608,0.6000241106610774,0.34749366668829784
